affiliated_committee_name,candidate_ids,committee_id,committee_type,designation_type,name,organization_type,state,topic_weight,summary
NONE,[],C00534768,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF PENNSYLVANIA,,FL,,
NONE,[],C00534776,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF RHODE ISLAND,,FL,,
NONE,[],C00534743,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF SOUTH CAROLINA,,FL,,
NONE,[],C00534735,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF SOUTH DAKOTA,,FL,,
NONE,[],C00534727,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF TENNESSEE,,FL,,
NONE,[],C00534784,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF TEXAS,,FL,,
NONE,[],C00534958,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF UTAH,,FL,,
NONE,[],C00534941,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF VERMONT,,FL,,
NONE,[],C00534933,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF VIRGINIA,,FL,,
NONE,[],C00534925,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF WASHINGTON,,FL,,
NONE,[],C00534917,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF WEST VIRGINIA,,FL,,
NONE,[],C00534909,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF WISCONSIN,,FL,,
NONE,[],C00534891,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN CONSERVATIVE SUPER PAC OF WYOMING,,FL,,
NONE,[],C00458364,PAC - Nonqualified,Unauthorized,REPUBLICAN ECONOMIC REFORM COMMITTEE,,CA,,
REPUBLICAN PARTY OF FLORIDA,[],C00528935,Party - Qualified,Unauthorized,REPUBLICAN EXECUTIVE COMMITTEE OF VOLUSIA COUNTY,,FL,,
SMUCKER VICTORY COMMITTEE,[],C00044842,Party - Qualified,Unauthorized,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,,PA,,
NONE,[],C00222000,Party - Qualified,Unauthorized,REPUBLICAN FINANCE COMMITTEE OF HAMILTON COUNTY,,OH,,
NONE,[],C00433060,PAC - Qualified,Unauthorized,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,,FL,,
,['H8AZ06012'],C00445692,House,Authorized by a candidate,REPUBLICAN GRAYSON FOR CONGRESS AZ-04,,NY,,
,[],C00491282,PAC - Nonqualified,Unauthorized,REPUBLICAN INDIAN COMMITTEE PAC,,MD,,
LATINO ALLIANCE,[],C00382671,PAC - Qualified,Unauthorized,REPUBLICAN ISSUES CAMPAIGN,,CO,,
NONE,[],C00427013,PAC - Nonqualified,Unauthorized,REPUBLICAN ITALIAN AMERICAN PAC,,DC,,
,[],C90012063,Independent expenditure filer (not a committee),Unauthorized,REPUBLICAN JEWISH COALITION,,DC,tw_defense_and_foreign_policy,Pro Israel
REPUBLICAN JEWISH COALITION,[],C00345132,PAC - Qualified,Lobbyist/Registrant PAC,REPUBLICAN JEWISH COALITION-POLITICAL ACTION COMMITTEE (RJC-PAC),Membership Organization,DC,tw_defense_and_foreign_policy,Pro Israel
"ERICPAC,JEBFUND, MCPAC, PROSPAC, CAMPAC",[],C00497388,PAC - Nonqualified,Joint fundraising committee,REPUBLICAN LEADERSHIP COMMITTEE 2011,,VA,,
NONE,[],C00409169,PAC - Qualified,Unauthorized,REPUBLICAN LEADERSHIP COUNCIL FEDERAL PAC,,NJ,,
REPUBLICAN LIBERTY CAUCUS,[],C00269241,PAC - Nonqualified,Unauthorized,REPUBLICAN LIBERTY CAUCUS POLITICAL ACTION COMMITTEE,Membership Organization,CA,,
NONE,[],C00165159,PAC - Qualified,Unauthorized,REPUBLICAN MAINSTREET PARTNERSHIP PAC,,DC,,
NONE,[],C00442319,PAC - Qualified,Unauthorized,REPUBLICAN MAJORITY CAMPAIGN,,CA,,
REPUBLICAN MAJORITY FOR CHOICE,[],C00346635,PAC - Qualified,Unauthorized,REPUBLICAN MAJORITY FOR CHOICE,Corporation,DC,,
COTTON VICTORY,[],C00296640,PAC - Qualified,Leadership PAC,REPUBLICAN MAJORITY FUND,,VA,,
NONE,[],C00413872,PAC - Qualified,Unauthorized,REPUBLICAN MEMBER SENATE FUND,,MI,,
,"['H0MN08115', 'H2MN05133']",C00527010,House,Joint fundraising committee,REPUBLICAN METROPOLITAN VICTORY COMMITTEE,,MN,,
REPUBLICAN NATIONAL COALITION FOR LIFE,[],C00255406,PAC - Qualified,Unauthorized,REPUBLICAN NATIONAL COALITION FOR LIFE POLITICAL ACTION COMMITTEE,Corporation w/o capital stock,IL,tw_abortion_and_social_conservatism,Pro-Life
2022 GEORGIA VICTORY COMMITTEE,[],C00003418,Party - Qualified,Unauthorized,REPUBLICAN NATIONAL COMMITTEE,,DC,,
,[],C00455311,PAC - Nonqualified,Unauthorized,REPUBLICAN NATIONAL HISPANIC ASSEMBLY,Membership Organization,TN,,
,[],C00530709,PAC - Nonqualified,Unauthorized,REPUBLICAN NATIONAL POLICY COMMITTEE (RNPC PAC),,DC,,
ROSKAM VICTORY COMMITTEE,[],C00451294,PAC - Qualified,Leadership PAC,REPUBLICAN OPERATION TO SECURE AND KEEP A MAJORITY,,FL,,
NONE,[],C00471573,Party - Nonqualified,Unauthorized,REPUBLICAN PARTY 0F MIAMI DADE COUNTY,,FL,,
,[],C00164236,Party - Nonqualified,Unauthorized,REPUBLICAN PARTY 2ND CONG DISTRICT WI,,WI,,
NRSC TARGETED STATE VICTORY FUND,[],C00008227,Party - Qualified,Unauthorized,"REPUBLICAN PARTY OF ARIZONA, LLC",,AZ,,
TRUMP VICTORY,[],C00084954,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF ARKANSAS,,AR,,
REPUBLICAN PARTY OF TEXAS,[],C00369181,Party - Nonqualified,Unauthorized,REPUBLICAN PARTY OF BEXAR COUNTY,,TX,,
OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,[],C00452482,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF CUYAHOGA COUNTY FEDERAL CAMPAIGN COMMITTEE,,OH,,
RUBIO VICTORY COMMITTEE,[],C00099259,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF FLORIDA,,FL,,
NONE,[],C00487520,Party - Nonqualified,Unauthorized,REPUBLICAN PARTY OF FORT BEND COUNTY,,TX,,
CALIFORNIA REPUBLICAN PARTY - FEDERAL,[],C00334383,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF FRESNO COUNTY (FEDERAL),,CA,,
REPUBLICAN NATIONAL COMMITTEE,[],C00014498,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF IOWA,,IA,,
,[],C00528117,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF KENDALL COUNTY,,TX,,
NONE,[],C00406322,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF KENDALL COUNTY,,TX,,
ANDY BARR VICTORY COMMITTEE,[],C00156810,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF KENTUCKY,,KY,,
CALIFORNIA REPUBLICAN PARTY,[],C00301853,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF LAKE COUNTY,,CA,,
TRUMP VICTORY,['P60000668'],C00187450,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF LOUISIANA,,LA,,
CALIFORNIA REPUBLICAN PARTY,[],C00449686,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF MADERA COUNTY (FED.),,CA,,
REPUBLICAN PARTY OF WISCONSIN,[],C00139253,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF MANITOWOC COUNTY,,WI,,
PROTECT THE HOUSE 2024,[],C00001313,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF MINNESOTA - FEDERAL,,MN,,
CALIFORNIA REPUBLICAN PARTY FEDERAL ACCOUNT,[],C00158402,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF ORANGE COUNTY (FEDERAL),,CA,,
TAMIKA VICTORY FUND,[],C00254490,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF SACRAMENTO COUNTY (FED. ACCT.),,CA,,
NONE,[],C00252551,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF SAN DIEGO COUNTY,,CA,,
CALIFORNIA REPUBLICAN PARTY-FEDERAL,[],C00263053,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF SAN LUIS OBISPO COUNTY,,CA,,
HARRIS COUNTY REPUBLICAN PARTY,['S2TX00106'],C00143743,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF TEXAS,,TX,,
CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,[],C00529594,Party - Nonqualified,Unauthorized,REPUBLICAN PARTY OF THE 34TH ASSEMBLY DISTRICT CENTRAL COMMITTEE (FEDERAL),,CA,,
NRSC TARGETED STATE VICTORY,[],C00001305,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF VIRGINIA INC,,VA,,
RON JOHNSON VICTORY,[],C00074450,Party - Qualified,Unauthorized,REPUBLICAN PARTY OF WISCONSIN,,WI,,
,[],C00008755,Party - Qualified,Unauthorized,REPUBLICAN PARTY SIXTH CONGRESSIONAL DISTRICT OF WISCONSIN,,WI,,
NONE,[],C00456152,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICAN PRESIDENTIAL NOMINEE CAMPAIGN FUND SUPER PAC,,FL,,
,[],C00458034,PAC - Nonqualified,Unauthorized,REPUBLICAN PROJECT; THE,,ME,,
,[],C30002026,Electioneering Communication,Unauthorized,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),,OH,,
,[],C00525410,PAC - Nonqualified,Unauthorized,REPUBLICANS FOR A BETTER AMERICA INC,,NC,,
,[],C90008467,Independent expenditure filer (not a committee),Unauthorized,REPUBLICANS FOR CHANGE,,PA,,
NONE,[],C00241083,PAC - Qualified,Unauthorized,REPUBLICANS FOR CHOICE PAC,,VA,,
NONE,[],C00536581,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,REPUBLICANS FOR IMMIGRATION REFORM,,DC,,
NONE,[],C00172510,Party - Qualified,Unauthorized,REPUBLICAN STATE COMMITTEE OF DELAWARE,,DE,,
,[],C30002067,Electioneering Communication,Unauthorized,REPUBLICAN STATE LEADERSHIP COMMITTEE,,DC,,
,[],C30002083,Electioneering Communication,Unauthorized,REPUBLICAN STATE LEADERSHIP COMMITTEE - WASHINGTON PAC,,DC,,
,[],C00473967,PAC - Nonqualified,Lobbyist/Registrant PAC,REPUBLICANSUNITE2012DOTORG,,AZ,,
NONE,[],C00496349,Super PAC (Independent Expenditure-Only),Unauthorized,REPUBLICAN SUPER PAC INC,,IN,,
NONE,[],C00471847,PAC - Nonqualified,Unauthorized,REPUBLICANS WIN IN NOVEMBER,,PA,,
,[],C00506972,Super PAC (Independent Expenditure-Only),Unauthorized,REPUBLICAN TRUTH SQUAD PAC,,GA,,
NONE,[],C00525790,Super PAC (Independent Expenditure-Only),Unauthorized,REPUBLICAN UNION PAC,,PA,,
NONE,[],C00509992,PAC - Nonqualified,Unauthorized,REPUBLICFREEDOM,,IL,,
REPUBLIC NATIONAL DISTRIBUTING COMPANY POLITICAL ACTION COMMITTEE,[],C00439323,PAC - Nonqualified,Unauthorized,REPUBLIC NATIONAL DISTRIBUTING COMPANY POLITICAL ACTION COMMITTEE,Corporation,LA,,
REPUBLIC SERVICES INC.,[],C00428391,PAC - Qualified,Unauthorized,REPUBLIC SERVICES INC. EMPLOYEES FOR BETTER GOVT. PAC,Corporation,AZ,tw_labor,Labor Unions
"RES-CARE, INC. DBA BRIGHTSPRING HEALTH SERVICES",[],C00344663,PAC - Qualified,Lobbyist/Registrant PAC,"RESCARE, INC. DBA BRIGHTSPRING HEALTH SERVICES LEGACY FUND (BRIGHTSPRING LEGACY FUND)",Corporation,KY,,
,[],C00509828,PAC - Nonqualified,Lobbyist/Registrant PAC,"RESEARCH,  EXTENSION, EDUCATION, AND AGRICULTURE LEADERSHIP PAC (REEAL PAC)",,DC,,
NONE,['H0NY14189'],C00469866,House,Principal campaign committee,RESHMA FOR CONGRESS,,NY,,
,[],C00547638,PAC - Nonqualified,Unauthorized,RESIDENT LENDERS OF NORTH CAROLINA PAC,,NC,,
NONE,['H6MN06074'],C00473884,Single Candidate Independent Expenditure,Unauthorized,RESIDENTS FOR ACCURACY AND TRUTH,,MN,,
,['H2IN05090'],C00503516,House,Principal campaign committee,RESKE FOR CONGRESS,,IN,,
RESOLUTE FP US INC.,[],C00350884,PAC - Qualified,Unauthorized,RESOLUTE FP US INC. POLITICAL ACTION COMMITTEE,Corporation,VA,,
WICKER VICTORY COMMITTEE,[],C00368696,PAC - Qualified,Leadership PAC,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),,MS,,
GULF POWER COMPANY,[],C00120519,PAC - Qualified,Unauthorized,RESPONSIBLE GOVERNMENT COMMITTEE OF GULF POWER COMPANY EMPLOYEES INC,Corporation,FL,tw_labor,Labor Unions
PREMIUM HEALTHCARE INC,[],C00491159,PAC - Nonqualified,Leadership PAC,RESPONSIBLE GOVERNMENT FUND/PREMIUM HEALTH INC,Corporation,WI,,
,[],C00485722,PAC - Nonqualified,Unauthorized,RESPONSIBLE YOUTH PAC (RYPAC),,RI,,
,[],C00514216,Super PAC (Independent Expenditure-Only),Unauthorized,RES PUBLICA,,FL,,
NONE,[],C00507509,Super PAC (Independent Expenditure-Only),Unauthorized,RESTART CONGRESS POLITICAL ACTION COMMITTEE,,MI,,
,[],C00526574,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORE AMERICAN LABOR FORCE,,NY,,
NONE,[],C00344333,PAC - Qualified,Leadership PAC,RESTORE AMERICA PAC INC.,Corporation w/o capital stock,KS,,
NONE,[],C00485425,PAC - Nonqualified,Unauthorized,RESTORE AMERICA'S LEGACY PAC,,NJ,,
NONE,[],C00489807,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORE AMERICA'S VOICE PAC,,TX,,
NONE,[],C00492173,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORE OUR AMERICA POLITICAL ACTION COMMITTEE,,FL,,
NONE,[],C00529255,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,RESTORE OUR COUNTRY SUPER PAC,,FL,,
ALEXANDER,[],C00458307,PAC - Qualified,Leadership PAC,RESTORE OUR DEMOCRACY PAC,,LA,,
NONE,[],C00490045,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,"RESTORE OUR FUTURE, INC.",,DC,,
,[],C00524397,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORE OUR HOPE PAC,,TX,,
,[],C00522128,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORE THE AMERICA DREAM,,CA,,
NONE,[],C00491126,PAC - Nonqualified,Unauthorized,RESTORE THE DREAM PAC,,VA,,
FEEL THE HEAT PAC,[],C00506816,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORE TRUST PAC INC,,DC,,
NONE,[],C00528588,PAC - Nonqualified,Unauthorized,RESTORE UTAH PAC,,UT,,
NONE,['H2CA21159'],C00500678,PAC - Nonqualified,Unauthorized,RESTORING AMERICA,,CA,,
NONE,[],C00515072,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORING AMERICA INC,,OH,,
NONE,[],C00514869,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Unauthorized,RESTORING AMERICA PROJECT,,AZ,,
,[],C00527481,Super PAC (Independent Expenditure-Only),Joint fundraising committee,RESTORING AMERICA'S SOUL,,UT,,
NONE,[],C00507707,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORING AMERICA'S TRADITIONS PAC (RATPAC),,VA,,
NONE,[],C00524918,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORING ARIZONA'S INTEGRITY,,AZ,,
NONE,[],C00478081,PAC - Nonqualified,Unauthorized,RESTORING EVERY AMERICAN'S GOVERNMENT ACROSS THE NATION PAC (REAGAN PAC),,CA,,
,[],C00493494,PAC - Nonqualified,Unauthorized,RESTORING LIBERTY PAC,,AK,,
NONE,['S0AZ00251'],C00474825,PAC - Nonqualified,Unauthorized,RESTORING OUR AMERICAN REPUBLIC (ROAR PAC),,CA,,
NONE,[],C00520130,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Unauthorized,RESTORING OUR COMMUNITY,,CA,,
,[],C00492306,PAC - Nonqualified,Lobbyist/Registrant PAC,RESTORING OUR CONSTITUTIONAL REPUBLIC PAC; THE,,CA,,
NONE,[],C00498261,Super PAC (Independent Expenditure-Only),Unauthorized,RESTORING PROSPERITY FUND,,CA,,
RETAIL INDUSTRY LEADERS ASSOCIATION,[],C00112763,PAC - Qualified,Lobbyist/Registrant PAC,RETAIL INDUSTRY LEADERS ASSOCIATION POLITICAL ACTION COMMITTEE AKA RETAIL LEADERS PAC,Trade Association,DC,,
NONE,[],C00174011,PAC - Qualified,Unauthorized,"RETAIL, WHOLESALE & DEPARTMENT STORE UNION COMMITTEE ON POLITICAL EDUCATION (RWDSU COPE)",Labor Organization,NY,tw_labor,Labor Unions
NONE,[],C00483883,Super PAC (Independent Expenditure-Only),Unauthorized,RETIRED AMERICANS PAC,,DC,,
,['S0AR00028'],C00512053,Single Candidate Independent Expenditure,Unauthorized,RETIRE PRYOR,,AR,,
JOSEPH LIEBERMAN,[],C00365262,PAC - Qualified,Leadership PAC,REUNITING OUR COUNTRY PAC,,DC,,
,[],C00494054,PAC - Nonqualified,Unauthorized,REUSABLE INDUSTRIAL PACKAGING ASSOCIATION PAC RIPA-PAC,Trade Association,MD,,
,[],C90011701,Independent expenditure filer (not a committee),Unauthorized,REVERE AMERICA,,DC,,
NONE,[],C00514133,PAC - Nonqualified,Unauthorized,REVIVE AMERICA NATIONAL COMMITTEE INC,,DC,,
NONE,[],C00506105,Super PAC (Independent Expenditure-Only),Unauthorized,REVIVE AMERICA PAC,,FL,,
NONE,[],C00462341,PAC - Nonqualified,Unauthorized,REVOLUTION PAC,,DC,,
NONE,[],C00499335,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Unauthorized,REVOLUTION PAC,,VA,,
,['H2IN06270'],C00531608,House,Principal campaign committee,REX BELL FOR CONGRESS,,IN,,
,['H0SC03101'],C00461434,House,Principal campaign committee,REX RICE FOR CONGRESS,,SC,,
REYNOLDS AMERICAN INC.,[],C00042002,PAC - Qualified,Lobbyist/Registrant PAC,REYNOLDS AMERICAN INC. POLITICAL ACTION COMMITTEE; RAI PAC,Corporation,NC,tw_agriculture,Agricultural Businesses
REZNICK GROUP P.C.,[],C00491738,PAC - Qualified,Unauthorized,REZNICK GROUP P.C. POLITICAL ACTION COMMITTEE,Corporation,MD,tw_banking_and_finance,Financial Businesses
RGA,[],C00461129,PAC - Qualified,Unauthorized,RGA REINSURANCE COMPANY FEDERAL PAC,Corporation,MO,tw_banking_and_finance,Financial Businesses
NONE,[],C00490730,Super PAC (Independent Expenditure-Only),Unauthorized,RGA RIGHT DIRECTION PAC,,DC,,
NONE,[],C00500363,PAC - Qualified,Unauthorized,RGM ADVISORS PAC,,FL,,
,[],C90006545,Independent expenditure filer (not a committee),Unauthorized,RHETT DAVIS,,LA,,
,['H0TX20090'],C00508622,House,Principal campaign committee,RHETT FOR CONGRESS,,TX,,
RHODE ISLAND BROTHERHOOD OF CORRECTIONAL OFFICERS,[],C00322362,PAC - Qualified,Lobbyist/Registrant PAC,RHODE ISLAND BROTHERHOOD OF CORRECTIONAL OFFICERS,Labor Organization,RI,,
NONE,[],C00530055,PAC - Nonqualified,Lobbyist/Registrant PAC,RHODE ISLAND CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC,,FL,,
NONE,[],C00539189,PAC - Nonqualified,Lobbyist/Registrant PAC,RHODE ISLAND CONGRESSIONAL CAUCUS,,FL,,
NONE,[],C00536789,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,RHODE ISLAND DEMOCRATIC CLUB,,FL,,
NONE,[],C00537829,PAC - Nonqualified,Lobbyist/Registrant PAC,RHODE ISLAND DEMOCRATIC EXECUTIVE BOARD,,FL,,
NONE,[],C00533141,PAC - Nonqualified,Lobbyist/Registrant PAC,RHODE ISLAND DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE,,FL,,
DSP JOINT VICTORY ACCOUNT,[],C00136200,Party - Qualified,Unauthorized,RHODE ISLAND DEMOCRATIC STATE COMMITTEE,,RI,,
NONE,[],C00535633,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,RHODE ISLAND DEMOCRATIC TRUST FUND,,FL,,
,[],C90007600,Independent expenditure filer (not a committee),Unauthorized,RHODE ISLAND FOR DEAN,,MA,,
,[],C00517599,Super PAC (Independent Expenditure-Only),Unauthorized,RHODE ISLAND FOR LIBERTY,,MI,,
NONE,[],C00527184,Super PAC (Independent Expenditure-Only),Unauthorized,RHODE ISLAND HORSE ASSOCIATION,,TX,,
NONE,[],C00327890,Party - Nonqualified,Unauthorized,RHODE ISLAND REFORM PARTY STATE COMMITTEE,,RI,,
NONE,[],C00538454,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,RHODE ISLAND REPUBLICAN CLUB,,FL,,
NONE,[],C00539411,PAC - Nonqualified,Lobbyist/Registrant PAC,RHODE ISLAND REPUBLICAN EXECUTIVE BOARD,,FL,,
NONE,[],C00534297,PAC - Nonqualified,Lobbyist/Registrant PAC,RHODE ISLAND REPUBLICAN LEADERSHIP FEDERAL COMMITTEE,,FL,,
TRUMP VICTORY,[],C00078196,Party - Qualified,Unauthorized,RHODE ISLAND REPUBLICAN STATE CENTRAL COMMITTEE,,RI,,
NONE,[],C00538892,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,RHODE ISLAND REPUBLICAN TRUST FUND,,FL,,
RI DEM ST CMTE,['S6RI00221'],C00511063,PAC - Nonqualified,Joint fundraising committee,RHODE ISLAND SENATE VICTORY 2012,,DC,,
NONE,[],C00535997,PAC - Nonqualified,Lobbyist/Registrant PAC,RHODE ISLAND SENATORIAL CAUCUS,,FL,,
RHODE ISLAND TROOPERS ASSOCIATION,[],C00501544,PAC - Nonqualified,Unauthorized,RHODE ISLAND TROOPERS ASSOCIATION FEDERAL PAC,Membership Organization,RI,,
NONE,['H0RI01073'],C00490169,PAC - Nonqualified,Joint fundraising committee,RHODE ISLAND VICTORY,,RI,,
,[],C90009291,Independent expenditure filer (not a committee),Unauthorized,RHODORA J DONAHUE,,FL,,
RIBBLE RESPONSIBLE GOVERNMENT COMMITTEE,['H0WI08075'],C00463620,House,Principal campaign committee,RIBBLE FOR CONGRESS,,WI,,
NONE,['H0WI08075'],C00499202,PAC - Nonqualified,Joint fundraising committee,RIBBLE RESPONSIBLE GOVERNMENT COMMITTEE,,GA,,
,[],C00151837,PAC - Qualified,Unauthorized,R I BRICKLAYERS POLITICAL ACTION COMMITTEE,Labor Organization,RI,tw_labor,Labor Unions
,['H8IL04068'],C00433128,House,Principal campaign committee,RICARDO MUNOZ FOR CONGRESS,,IL,,
,['H2NJ10139'],C00514745,House,Principal campaign committee,RICE FOR CONGRESS,,NJ,,
"RICELAND FOODS, INC.",[],C00220053,PAC - Qualified,Unauthorized,"RICELAND FOODS, INC. PAC",Cooperative,AR,tw_agriculture,Agricultural Businesses
NONE,['H2SC07066'],C00519512,House,Authorized by a candidate,RICE SC-07 NOMINEE FUND,,VA,,
,['H8FL21048'],C00448134,House,Principal campaign committee,RICHARD ALLBRITTON FOR CONGRESS,,FL,,
,['H0VA10103'],C00469114,House,Principal campaign committee,RICHARD ANTHONY FOR CONGRESS,,VA,,
,['H8MA06083'],C00450023,House,Principal campaign committee,RICHARD BAKER FOR CONGRESS,,MA,,
,['H8NE02212'],C00445072,House,Principal campaign committee,RICHARD CARTER CONGRESSIONAL EXPLORATORY COMMITTEE,,NE,,
,['H2FL06133'],C00514174,House,Principal campaign committee,RICHARD CLARK FOR CONGRESS,,FL,,
,['H8MS02051'],C00446062,House,Principal campaign committee,RICHARD COOK FOR CONGRESS,,MS,,
NEAL VICTORY FUND,['H8MA02041'],C00226522,House,Principal campaign committee,RICHARD E NEAL FOR CONGRESS COMMITTEE,,MA,,
,['H2MA02051'],C00518076,House,Principal campaign committee,RICHARD EUSTIS FOR CONGRESS,,MA,,
,['H8AZ06012'],C00462291,House,Authorized by a candidate,RICHARD GRAYSON GREEN PARTY AZ-06 2010,,NY,,
NONE,['H8NY24066'],C00451005,House,Principal campaign committee,RICHARD HANNA FOR CONGRESS COMMITTEE,,NY,,
,['H2FL08071'],C00524223,House,Principal campaign committee,RICHARD H GILLMOR FOR CONGRESS COMMITTEE,,FL,,
,['H6WA00032'],C00427476,House,Principal campaign committee,RICHARD JOHN FRANK,,WA,,
,['H0CA20114'],C00473595,House,Principal campaign committee,RICHARD LAKE FOR CONGRESS,,CA,,
,['H2TX21094'],C00516948,House,Principal campaign committee,RICHARD MORGAN FOR US CONGRESS,,TX,,
,['H6TX28025'],C00413500,House,Principal campaign committee,RICHARD RAYMOND FOR CONGRESS,,TX,,
NONE,['H8CA37137'],C00434571,House,Principal campaign committee,RICHARDSON FOR CONGRESS,,CA,,
,['H2ME02154'],C00518514,House,Principal campaign committee,RICHARDSON FOR CONGRESS 2012,,ME,,
,['H2NC02188'],C00513770,House,Principal campaign committee,RICHARD SPEER FOR CONGRESS,,NC,,
NONE,['H0NH01225'],C00473538,House,Principal campaign committee,RICH ASHOOH COMMITTEE,,NH,,
,['H2NY19077'],C00499046,House,Principal campaign committee,RICH BECKER FOR CONGRESS,,NY,,
,['H2WA05071'],C00510313,House,Principal campaign committee,RICH COWAN FOR CONGRESS,,WA,,
,[],C90004748,Independent expenditure filer (not a committee),Unauthorized,"RICHERT, TODD",,WA,,
NONE,[],C00530881,Party - Nonqualified,Unauthorized,RICHMOND COUNTY GOP-FEDERAL ACCOUNT,,GA,,
AUSTIN INNOVATION 2017,['H8LA02054'],C00451336,House,Principal campaign committee,RICHMOND FOR CONGRESS,,LA,,
NONE,[],C00387670,PAC - Qualified,Unauthorized,RICH POLITICAL ACTION COMMITTEE,,DC,,
,['H0GA02241'],C00506790,House,Principal campaign committee,RICK ALLEN FOR CONGRESS 2012,,GA,,
,['H6IA01114'],C00410423,House,Principal campaign committee,RICK DICKINSON FOR CONGRESS,,IA,,
,['H0FL13117'],C00479022,House,Principal campaign committee,RICK EATON FOR CONGRESS,,FL,,
,['H2MD02251'],C00510909,House,Principal campaign committee,RICK FOR CONGRESS,,MD,,
,['H8MD06085'],C00443994,House,Principal campaign committee,RICK LANK FOR CONGRESS,,MD,,
,['H0TX10182'],C00474213,House,Principal campaign committee,RICK MARTIN FOR CONGRESS,,TX,,
,['H2NM03132'],C00505966,House,Principal campaign committee,RICK NEWTON FOR CONGRESS,,NM,,
ROMP 2007,['H2AZ01172'],C00370874,House,Principal campaign committee,RICK RENZI FOR CONGRESS,,FL,,
,['H0CA07103'],C00503334,House,Principal campaign committee,RICK TUBBS FOR CONGRESS,,CA,,
